2025-06-29 22:12:56,Persona detectada,person,0.45
2025-06-29 22:12:56,Captura guardada,person,0.45
2025-06-29 22:12:57,Persona detectada,person,0.50
2025-06-29 22:12:57,Captura guardada,person,0.50
2025-06-29 22:12:57,Persona detectada,person,0.44
2025-06-29 22:12:57,Captura guardada,person,0.44
2025-06-29 22:12:57,Persona detectada,person,0.40
2025-06-29 22:12:57,Captura guardada,person,0.40
2025-06-29 22:12:57,Persona detectada,person,0.55
2025-06-29 22:12:57,Captura guardada,person,0.55
2025-06-29 22:12:57,Persona detectada,person,0.51
2025-06-29 22:12:57,Captura guardada,person,0.51
2025-06-29 22:12:57,Persona detectada,person,0.52
2025-06-29 22:12:57,Captura guardada,person,0.52
2025-06-29 22:12:57,Persona detectada,person,0.53
2025-06-29 22:12:57,Captura guardada,person,0.53
2025-06-29 22:12:57,Persona detectada,person,0.53
2025-06-29 22:12:57,Captura guardada,person,0.53
2025-06-29 22:12:58,Persona detectada,person,0.52
2025-06-29 22:12:58,Captura guardada,person,0.52
2025-06-29 22:12:58,Persona detectada,person,0.54
2025-06-29 22:12:58,Captura guardada,person,0.54
2025-06-29 22:12:58,Persona detectada,person,0.51
2025-06-29 22:12:58,Captura guardada,person,0.51
2025-06-29 22:12:58,Persona detectada,person,0.48
2025-06-29 22:12:58,Captura guardada,person,0.48
2025-06-29 22:12:58,Persona detectada,person,0.63
2025-06-29 22:12:58,Captura guardada,person,0.63
2025-06-29 22:12:58,Persona detectada,person,0.43
2025-06-29 22:12:58,Captura guardada,person,0.43
2025-06-29 22:12:58,Persona detectada,person,0.47
2025-06-29 22:12:58,Captura guardada,person,0.47
2025-06-29 22:12:58,Persona detectada,person,0.48
2025-06-29 22:12:58,Captura guardada,person,0.48
2025-06-29 22:12:59,Persona detectada,person,0.43
2025-06-29 22:12:59,Captura guardada,person,0.43
2025-06-29 22:12:59,Persona detectada,person,0.42
2025-06-29 22:12:59,Captura guardada,person,0.42
2025-06-29 22:12:59,Persona detectada,person,0.46
2025-06-29 22:12:59,Captura guardada,person,0.46
2025-06-29 22:12:59,Persona detectada,person,0.41
2025-06-29 22:12:59,Captura guardada,person,0.41
2025-06-29 22:12:59,Persona detectada,person,0.47
2025-06-29 22:12:59,Captura guardada,person,0.47
2025-06-29 22:12:59,Persona detectada,person,0.44
2025-06-29 22:12:59,Captura guardada,person,0.44
2025-06-29 22:12:59,Persona detectada,person,0.49
2025-06-29 22:12:59,Captura guardada,person,0.49
2025-06-29 22:12:59,Persona detectada,person,0.53
2025-06-29 22:12:59,Captura guardada,person,0.53
2025-06-29 22:13:00,Persona detectada,person,0.45
2025-06-29 22:13:00,Captura guardada,person,0.45
2025-06-29 22:13:00,Persona detectada,person,0.43
2025-06-29 22:13:00,Captura guardada,person,0.43
2025-06-29 22:13:00,Persona detectada,person,0.40
2025-06-29 22:13:00,Captura guardada,person,0.40
2025-06-29 22:13:00,Persona detectada,person,0.43
2025-06-29 22:13:00,Captura guardada,person,0.43
2025-06-29 22:13:00,Persona detectada,person,0.41
2025-06-29 22:13:00,Captura guardada,person,0.41
2025-06-29 22:13:00,Persona detectada,person,0.39
2025-06-29 22:13:00,Captura guardada,person,0.39
2025-06-29 22:13:00,Persona detectada,person,0.59
2025-06-29 22:13:00,Captura guardada,person,0.59
2025-06-29 22:13:00,Persona detectada,person,0.59
2025-06-29 22:13:00,Captura guardada,person,0.59
2025-06-29 22:13:01,Persona detectada,person,0.43
2025-06-29 22:13:01,Captura guardada,person,0.43
2025-06-29 22:13:01,Persona detectada,person,0.48
2025-06-29 22:13:01,Captura guardada,person,0.48
2025-06-29 22:13:01,Persona detectada,person,0.40
2025-06-29 22:13:01,Captura guardada,person,0.40
2025-06-29 22:13:01,Persona detectada,person,0.53
2025-06-29 22:13:01,Captura guardada,person,0.53
2025-06-29 22:13:01,Persona detectada,person,0.48
2025-06-29 22:13:01,Captura guardada,person,0.48
2025-06-29 22:13:01,Persona detectada,person,0.48
2025-06-29 22:13:01,Captura guardada,person,0.48
2025-06-29 22:13:01,Persona detectada,person,0.36
2025-06-29 22:13:01,Captura guardada,person,0.36
2025-06-29 22:13:02,Persona detectada,person,0.40
2025-06-29 22:13:02,Captura guardada,person,0.40
2025-06-29 22:13:02,Persona detectada,person,0.45
2025-06-29 22:13:02,Captura guardada,person,0.45
2025-06-29 22:13:02,Persona detectada,person,0.41
2025-06-29 22:13:02,Captura guardada,person,0.41
2025-06-29 22:13:02,Persona detectada,person,0.43
2025-06-29 22:13:02,Captura guardada,person,0.43
2025-06-29 22:13:02,Persona detectada,person,0.49
2025-06-29 22:13:02,Captura guardada,person,0.49
2025-06-29 22:13:02,Persona detectada,person,0.47
2025-06-29 22:13:02,Captura guardada,person,0.47
2025-06-29 22:13:02,Persona detectada,person,0.47
2025-06-29 22:13:02,Captura guardada,person,0.47
2025-06-29 22:13:03,Persona detectada,person,0.46
2025-06-29 22:13:03,Captura guardada,person,0.46
2025-06-29 22:13:03,Persona detectada,person,0.58
2025-06-29 22:13:03,Captura guardada,person,0.58
2025-06-29 22:13:03,Persona detectada,person,0.52
2025-06-29 22:13:03,Captura guardada,person,0.52
2025-06-29 22:13:03,Persona detectada,person,0.46
2025-06-29 22:13:03,Captura guardada,person,0.46
2025-06-29 22:13:03,Persona detectada,person,0.46
2025-06-29 22:13:03,Captura guardada,person,0.46
2025-06-29 22:13:03,Persona detectada,person,0.52
2025-06-29 22:13:03,Captura guardada,person,0.52
2025-06-29 22:13:03,Persona detectada,person,0.51
2025-06-29 22:13:03,Captura guardada,person,0.51
2025-06-29 22:13:03,Persona detectada,person,0.50
2025-06-29 22:13:03,Captura guardada,person,0.50
2025-06-29 22:13:04,Persona detectada,person,0.58
2025-06-29 22:13:04,Captura guardada,person,0.58
2025-06-29 22:13:04,Persona detectada,person,0.46
2025-06-29 22:13:04,Captura guardada,person,0.46
2025-06-29 22:13:04,Persona detectada,person,0.53
2025-06-29 22:13:04,Captura guardada,person,0.53
2025-06-29 22:13:04,Persona detectada,person,0.31
2025-06-29 22:13:04,Captura guardada,person,0.31
2025-06-29 22:13:04,Persona detectada,person,0.39
2025-06-29 22:13:04,Captura guardada,person,0.39
2025-06-29 22:13:04,Persona detectada,person,0.42
2025-06-29 22:13:04,Captura guardada,person,0.42
2025-06-29 22:13:04,Persona detectada,person,0.47
2025-06-29 22:13:04,Captura guardada,person,0.47
2025-06-29 22:13:04,Persona detectada,person,0.46
2025-06-29 22:13:04,Captura guardada,person,0.46
2025-06-29 22:13:05,Persona detectada,person,0.55
2025-06-29 22:13:05,Captura guardada,person,0.55
2025-06-29 22:13:05,Persona detectada,person,0.57
2025-06-29 22:13:05,Captura guardada,person,0.57
2025-06-29 22:13:05,Persona detectada,person,0.47
2025-06-29 22:13:05,Captura guardada,person,0.47
2025-06-29 22:13:05,Persona detectada,person,0.45
2025-06-29 22:13:05,Captura guardada,person,0.45
2025-06-29 22:13:05,Persona detectada,person,0.45
2025-06-29 22:13:05,Captura guardada,person,0.45
2025-06-29 22:13:05,Persona detectada,person,0.44
2025-06-29 22:13:05,Captura guardada,person,0.44
2025-06-29 22:13:05,Persona detectada,person,0.50
2025-06-29 22:13:05,Captura guardada,person,0.50
2025-06-29 22:13:05,Persona detectada,person,0.50
2025-06-29 22:13:05,Captura guardada,person,0.50
2025-06-29 22:13:06,Persona detectada,person,0.44
2025-06-29 22:13:06,Captura guardada,person,0.44
2025-06-29 22:13:06,Persona detectada,person,0.50
2025-06-29 22:13:06,Captura guardada,person,0.50
2025-06-29 22:13:06,Persona detectada,person,0.53
2025-06-29 22:13:06,Captura guardada,person,0.53
2025-06-29 22:13:06,Persona detectada,person,0.56
2025-06-29 22:13:06,Captura guardada,person,0.56
2025-06-29 22:13:06,Persona detectada,person,0.46
2025-06-29 22:13:06,Captura guardada,person,0.46
2025-06-29 22:13:06,Persona detectada,person,0.48
2025-06-29 22:13:06,Captura guardada,person,0.48
2025-06-29 22:13:07,Persona detectada,person,0.51
2025-06-29 22:13:07,Captura guardada,person,0.51
2025-06-29 22:13:07,Persona detectada,person,0.47
2025-06-29 22:13:07,Captura guardada,person,0.47
2025-06-29 22:13:07,Persona detectada,person,0.50
2025-06-29 22:13:07,Captura guardada,person,0.50
2025-06-29 22:13:07,Persona detectada,person,0.49
2025-06-29 22:13:07,Captura guardada,person,0.49
2025-06-29 22:13:07,Persona detectada,person,0.48
2025-06-29 22:13:07,Captura guardada,person,0.48
2025-06-29 22:13:07,Persona detectada,person,0.48
2025-06-29 22:13:07,Captura guardada,person,0.48
2025-06-29 22:13:07,Persona detectada,person,0.46
2025-06-29 22:13:07,Captura guardada,person,0.46
2025-06-29 22:13:07,Persona detectada,person,0.53
2025-06-29 22:13:07,Captura guardada,person,0.53
2025-06-29 22:13:08,Persona detectada,person,0.53
2025-06-29 22:13:08,Captura guardada,person,0.53
2025-06-29 22:13:08,Persona detectada,person,0.51
2025-06-29 22:13:08,Captura guardada,person,0.51
2025-06-29 22:13:08,Persona detectada,person,0.42
2025-06-29 22:13:08,Captura guardada,person,0.42
2025-06-29 22:13:08,Persona detectada,person,0.39
2025-06-29 22:13:08,Captura guardada,person,0.39
2025-06-29 22:13:08,Persona detectada,person,0.46
2025-06-29 22:13:08,Captura guardada,person,0.46
2025-06-29 22:13:08,Persona detectada,person,0.25
2025-06-29 22:13:08,Captura guardada,person,0.25
2025-06-29 22:13:08,Persona detectada,person,0.35
2025-06-29 22:13:08,Captura guardada,person,0.35
2025-06-29 22:13:08,Persona detectada,person,0.45
2025-06-29 22:13:08,Captura guardada,person,0.45
2025-06-29 22:13:09,Persona detectada,person,0.40
2025-06-29 22:13:09,Captura guardada,person,0.40
2025-06-29 22:13:09,Persona detectada,person,0.42
2025-06-29 22:13:09,Captura guardada,person,0.42
2025-06-29 22:13:09,Persona detectada,person,0.52
2025-06-29 22:13:09,Captura guardada,person,0.52
2025-06-29 22:13:09,Persona detectada,person,0.36
